20-03-2020 15:35:00;7200;SI;Mecanique;https://eu.bbcollab.com/collab/ui/session/guest/b0a259f7185b444684b4b0cc24e0baa6
23-03-2020 08:00:00;7200;Maths;Espaces vectoriels;https://eu.bbcollab.com/collab/ui/session/guest/b0a259f7185b444684b4b0cc24e0baa6
